text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
"""@DiamondandSilk: .@DonaldJTrumpJr awesome job on @CNNSotu. DonaldTrump has integrity &amp; he refuses 2 play the game call ""Delegate Bribery""",10838,4/24/2016 14:05,7.24E+17,3719,142,4,2016,24,845,1
"""@newtgingrich: #NYPrimary turned Trump from frontrunner into presumptive #GOP nominee https://t.co/oLC7mGgnZ9 https://t.co/iNolBfFFRF""",11391,4/24/2016 14:03,7.24E+17,4609,135,4,2016,24,843,1
I will be in Maryland this afternoon for a major rally. Things are looking good for Tuesday!,12344,4/24/2016 14:01,7.24E+17,3595,92,4,2016,24,841,1
.@AndreBauer  Great job and advice on @CNN  @jaketapper  Thank you!,6499,4/24/2016 13:58,7.24E+17,1656,67,4,2016,24,838,1
.@Borisep was great on @JudgeJeanine tonight. Very smart commentary that will prove to be correct!,8841,4/24/2016 2:01,7.24E+17,2526,98,4,2016,24,121,1
As soon as John Kasich is hit with negative ads; he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!,16240,4/24/2016 1:48,7.24E+17,4711,131,4,2016,24,108,1
I had a great day campaigning in Connecticut. Looking for a big vote on Tuesday!,11487,4/24/2016 1:41,7.24E+17,3045,80,4,2016,24,101,1
Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!,14318,4/24/2016 0:55,7.24E+17,4152,116,4,2016,24,55,1
Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir,15289,4/23/2016 20:29,7.24E+17,4420,110,4,2016,23,1229,-1
Thank you Delaware! #Trump2016   #MakeAmericaGreatAgain #TrumpTrain  https://t.co/qLXTzQPbEj https://t.co/ofhbM9bcOI,9337,4/23/2016 19:30,7.24E+17,3355,116,4,2016,23,1170,-1
Thank you Bridgeport; Connecticut!  #MakeAmericaGreatAgain #Trump2016  https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN,8071,4/23/2016 19:27,7.24E+17,2474,118,4,2016,23,1167,-1
Thank you Waterbury; Connecticut!  #MakeAmericaGreatAgain #Trump2016  https://t.co/5eZ5nVQbE9 https://t.co/OoQAAKWUUq,9134,4/23/2016 16:10,7.24E+17,2775,117,4,2016,23,970,-1
#MakeAmericaGreatAgain  Video: https://t.co/Dsa2v9X3ol https://t.co/aGUHmO98Xm,8981,4/23/2016 14:44,7.24E+17,3327,78,4,2016,23,884,-1
Pennsylvania: Cast your vote for Trump for POTUS &amp; ALSO vote for the TRUMP DELEGATES in your congressional district! https://t.co/1utaLLMfUa,16160,4/23/2016 13:58,7.24E+17,7823,144,4,2016,23,838,-1
Will be spending the day campaigning in Connecticut; another state where jobs are being stolen by other countries. I will stop this fast!,13475,4/23/2016 12:37,7.24E+17,4344,137,4,2016,23,757,1
Thank you Pennsylvania! #Trump2016  https://t.co/Y3UBsxBQmg https://t.co/ie23QdsVTe,11295,4/23/2016 1:17,7.24E+17,3966,83,4,2016,23,77,-1
Thank you Indiana! Was great seeing everyone on Wednesday! I will be back soon! #Trump2016  https://t.co/mWfLxYKPbk https://t.co/62DKEm5XVm,12810,4/23/2016 0:03,7.24E+17,4344,139,4,2016,23,3,-1
Thank you California! See you soon!  #MakeAmericaGreatAgain #Trump2016  https://t.co/uJCqbQYYWR https://t.co/8rqI4mQ3Tw,12122,4/22/2016 23:33,7.24E+17,4599,119,4,2016,22,1413,-1
Thank you; @DonaldJTrumpJr! #Trump2016 #MakeAmericaGreatAgain   https://t.co/FJXjkZAAQf https://t.co/0NQLzbwuFo,10795,4/22/2016 22:21,7.24E+17,3440,111,4,2016,22,1341,-1
Thank you for the incredible support; Maryland! This is a movement!  #MakeAmericaGreatAgain #Trump2016  https://t.co/Uyq4sTYb0l,15365,4/22/2016 17:35,7.24E+17,5542,127,4,2016,22,1055,-1
I met Prince on numerous occasions. He was an amazing talent and wonderful guy. He will be greatly missed!,26452,4/22/2016 15:00,7.24E+17,6903,106,4,2016,22,900,-1
Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.,22910,4/21/2016 22:16,7.23E+17,8591,108,4,2016,21,1336,-1
Both Ted Cruz and John Kasich have no path to victory. They should both drop out of the race so that the Republican Party can unify!,25302,4/21/2016 21:47,7.23E+17,8818,132,4,2016,21,1307,1
Senator Ted Cruz has been MATHEMATICALLY ELIMINATED from race. He said Kasich should get out for same reason. I think both should get out!,26881,4/21/2016 10:22,7.23E+17,9942,138,4,2016,21,622,1
I will be doing the @TODAYshow with my wife; Melania; and the rest of my family in a major Town Hall. Hopefully; it will be fun! Enjoy.7A.M.,11758,4/21/2016 10:14,7.23E+17,2611,140,4,2016,21,614,1
Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016 https://t.co/dNeTdMENdV https://t.co/JbJYYpEsmo,12265,4/21/2016 2:26,7.23E+17,4021,135,4,2016,21,146,-1
We are going to bring steel and manufacturing back to Indiana!,15908,4/21/2016 1:58,7.23E+17,5197,62,4,2016,21,118,-1
Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state! https://t.co/73uCyV6ql4,17670,4/21/2016 1:58,7.23E+17,5361,126,4,2016,21,118,-1
Thank you Indiana! Will be back soon!  #Trump2016 #MakeAmericaGreatAgain https://t.co/pxvSL8cs3B,14406,4/20/2016 22:50,7.23E+17,5029,96,4,2016,20,1370,-1
Off to Indiana! #Trump2016 https://t.co/zqUdaaSaXD,14794,4/20/2016 15:03,7.23E+17,4514,50,4,2016,20,903,-1
Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler; never a nice thing to do. I will beat Hillary!,27946,4/20/2016 12:42,7.23E+17,10265,133,4,2016,20,762,1
"""@bigop1: @realDonaldTrump @CNN @oreillyfactor https://t.co/vXiQru6HIE""  Wow; really nice!",14708,4/20/2016 3:31,7.23E+17,5417,90,4,2016,20,211,1
Thank you New York; I will never forget!,21860,4/20/2016 3:22,7.23E+17,6508,40,4,2016,20,202,1
Thank you New York! I love you!  #MakeAmericaGreatAgain #Trump2016 https://t.co/T1J0aUwMXl,25036,4/20/2016 1:08,7.23E+17,10197,90,4,2016,20,68,-1
.@CNN is so negative it is impossible to watch. Terrible panel; angry haters. Bill O  @oreillyfactor said such an amazing thing about me!,15225,4/20/2016 0:54,7.23E+17,4193,137,4,2016,20,54,1
"""@GreenSkyDeb: Look everybody; DonaldTrump will win it on the first ballot so keep praying!!! #TrumpTrain #Trump2016 #MakeAmericaGreatAgain""",9754,4/20/2016 0:03,7.23E+17,2968,140,4,2016,20,3,1
"""@keksec__org: @realDonaldTrump Your policies will make this state and country great again! #MakeAmericaGreatAgain https://t.co/SWxV3YCbqb""",14519,4/19/2016 23:51,7.23E+17,3883,139,4,2016,19,1431,1
"""@kdk144: @realDonaldTrump Everybody is ""In A New York State of Mind"" now!""",8744,4/19/2016 23:50,7.23E+17,2494,75,4,2016,19,1430,1
I will be interviewed on @foxandfriends at 9:00 A.M. I will be talking about the rigged and boss controlled Republican primaries!,9683,4/16/2016 12:00,7.21E+17,2566,129,4,2016,16,720,1
"""@dmharvey89: @realDonaldTrump @wdct8110 I just voted for @realDonaldTrump in Indiana. Everyone I talk to was following suit!"" Fantastic!",8833,4/16/2016 11:56,7.21E+17,2665,137,4,2016,16,716,1
"""@herb_stamper: @JackoffJosh711 @SenFrankNiceley @FoxNews @WSJ we are becoming a third world country because of jerks like him"" Great!",5782,4/16/2016 1:17,7.21E+17,1632,134,4,2016,16,77,1
"""@wdct8110: @realDonaldTrump We love you Donald ! Finally someone who actually cares about us .. !! https://t.co/BKoQu1mm4A""",16150,4/16/2016 1:15,7.21E+17,5187,124,4,2016,16,75,1
"""@Bubble709_: @realDonaldTrump Praying for your family and your win in New York."" Thank you!",8275,4/16/2016 1:14,7.21E+17,2191,92,4,2016,16,74,1
Join me this weekend! #NYPrimary  4/16: SYRACUSE - NOON  https://t.co/Eu43S1wJN9  4/16: WATERTOWN - 3pm  https://t.co/UdOZzisJhA   #Trump2016,6322,4/16/2016 0:59,7.21E+17,2249,141,4,2016,16,59,-1
Thank you; @NYPost! #Trump2016  https://t.co/KzGweIxaEo,11132,4/15/2016 21:52,7.21E+17,3785,55,4,2016,15,1312,-1
Thank you America! #Trump2016 https://t.co/PTKkrLeuCB,15402,4/15/2016 21:12,7.21E+17,5655,53,4,2016,15,1272,-1
MAKE AMERICA GREAT AGAIN!  https://t.co/VxVOG3c5RZ,12556,4/15/2016 3:50,7.21E+17,5404,50,4,2016,15,230,-1
Join me on Saturday- in Syracuse; New York! #NYPrimary #Trump2016  https://t.co/F6JkPKb1hn https://t.co/yfJZUlDdCM,8924,4/14/2016 17:55,7.21E+17,3583,114,4,2016,14,1075,-1
Thank you Pittsburgh; Pennsylvania!  #MakeAmericaGreatAgain #Trump2016 https://t.co/7WHS3vbXSw,14347,4/14/2016 4:47,7.20E+17,4709,94,4,2016,14,287,-1
Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!,17297,4/14/2016 4:11,7.20E+17,7074,87,4,2016,14,251,1
The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,19639,4/14/2016 3:53,7.20E+17,6756,140,4,2016,14,233,1
Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!,17260,4/14/2016 3:46,7.20E+17,6756,136,4,2016,14,226,1
Will be interviewed by @SeanHannity on @FoxNews tonight at 10pm from Pennsylvania. Enjoy! #Trump2016 https://t.co/8IJ40zKS90,11517,4/14/2016 1:06,7.20E+17,3316,124,4,2016,14,66,-1
Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrain  Tickets: https://t.co/TrKj5lGXup,10194,4/13/2016 13:48,7.20E+17,3648,96,4,2016,13,828,-1
#MakeAmericaGreatAgain #Trump2016 https://t.co/249n3yLQxS,11019,4/13/2016 5:11,7.20E+17,3776,57,4,2016,13,311,-1
#MakeAmericaGreatAgain #Trump2016  https://t.co/l5TyL8U4e8,10398,4/13/2016 5:10,7.20E+17,3444,58,4,2016,13,310,-1
Great to be on @andersoncooper tonight with my wonderful family. Will be rebroadcast at 12:00 A.M.  (EASTERN).,11822,4/13/2016 3:53,7.20E+17,2647,110,4,2016,13,233,1
I LOVE NEW YORK! #NewYorkValues   https://t.co/dbTDhYAX1v,12080,4/12/2016 22:15,7.20E+17,3925,57,4,2016,12,1335,-1
THANK YOU California; Maryland; New York; and Pennsylvania! See you soon!  #MakeAmericaGreatAgain #Trump2016 https://t.co/2lyqnMRIGq,18897,4/12/2016 16:10,7.20E+17,7332,132,4,2016,12,970,-1
Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain https://t.co/AVTkCAne5w,18587,4/12/2016 16:02,7.20E+17,6127,138,4,2016,12,962,-1
WOW; great new poll- New York! Thank you for your support! #Trump2016  #NewYorkValues https://t.co/kuvCXJXjcr https://t.co/WSVmdI8vfZ,15868,4/12/2016 10:13,7.20E+17,6141,133,4,2016,12,613,-1
Thank you Albany; New York!  #MakeAmericaGreatAgain #Trump2016  https://t.co/IAOuSY5VDC https://t.co/WcItUuxej8,14346,4/12/2016 1:31,7.20E+17,5339,111,4,2016,12,91,-1
Join me in Rome; NY- tomorrow!  #Trump2016 #NYPrimary  Tickets available: https://t.co/VGCdQubia1,7923,4/11/2016 23:02,7.20E+17,2757,97,4,2016,11,1382,-1
Tune in &amp; join me live in Albany; New York! 7pmE start time! I love you New York! #Trump2016 #TrumpTrain   https://t.co/rY5zqUX9Wu,8089,4/11/2016 22:49,7.20E+17,2414,134,4,2016,11,1369,-1
A very interesting piece; by a very good writer; @KirstenPowers of @USATODAY and @FoxNews. https://t.co/gLuMitRitg,8808,4/11/2016 22:07,7.20E+17,3721,114,4,2016,11,1327,-1
Leaving for Albany; New York now; massive crowd expected. Very exciting!,13394,4/11/2016 20:58,7.20E+17,3364,72,4,2016,11,1258,-1
Why does the liberal media think Bill O'Reilly  (@oreillyfactor) is a complete and total vulgarian? I don't think so!,10390,4/11/2016 20:58,7.20E+17,2688,117,4,2016,11,1258,-1
"""@AnnesLimo: @realDonaldTrump @WVTTS1017 Thanks for Rochester rally.""  Great people; thank you!",8212,4/11/2016 12:21,7.20E+17,2245,95,4,2016,11,741,1
"""@WVTTS1017: @realDonaldTrump just listened to you on fox. I love you so much.""  Thank you!",8003,4/11/2016 11:18,7.19E+17,1954,91,4,2016,11,678,1
"""@autoprofessor17: @realDonaldTrump Great job on Fox n Friends this morning. Very well spoken and presidential. #TrumpTrain""",8890,4/11/2016 11:18,7.19E+17,2399,124,4,2016,11,678,1
"""@TimeHasCome1: @WayneDupreeShow @ThePatriot143 Trump needs to hold a massive protest rally in Colorado. He'd get 100k &amp; own the news cycle""",10650,4/11/2016 11:17,7.19E+17,3979,144,4,2016,11,677,1
I will be interviewed on @foxandfriends at 7:00 A.M. Enjoy!,7338,4/11/2016 10:45,7.19E+17,1534,59,4,2016,11,645,1
The people of Colorado had their vote taken away from them by the phony politicians. Biggest story in politics. This will not be allowed!,26694,4/11/2016 0:50,7.19E+17,11371,137,4,2016,11,50,1
How is it possible that the people of the great State of Colorado never got to vote in the Republican Primary? Great anger - totally unfair!,27761,4/11/2016 0:28,7.19E+17,10457,140,4,2016,11,28,1
#MakeAmericaGreatAgain #Trump2016  https://t.co/TvFgM4TqKj,8673,4/10/2016 19:23,7.19E+17,3498,58,4,2016,10,1163,-1
I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!,26631,4/10/2016 13:47,7.19E+17,10042,140,4,2016,10,827,1
The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!,14662,4/10/2016 13:40,7.19E+17,5285,139,4,2016,10,820,1
"""@agentvf: New Jersey Man Joseph Hornick Willing to Go to Jail for Flying Trump Flag - Breitbart https://t.co/zky3vlOJu4  @Q102Philly""",8790,4/10/2016 11:29,7.19E+17,3614,134,4,2016,10,689,1
"""@getreal1234: @realDonaldTrump @Kids123Nicholas @gqforbes @RepTomMarino let's go Pa he has my vote Go Trump""",6996,4/10/2016 11:25,7.19E+17,2054,109,4,2016,10,685,1
"""@jlopez05391: @realDonaldTrump Rochester loves you! See you tomorrow! #MakeAmericaGreatAgain #Trump2016 #TrumpTrain"" A big crowd!",8624,4/10/2016 3:17,7.19E+17,2600,130,4,2016,10,197,1
"""@becker_berta: @vivhall3 @Reince Millions more will burn their Republican registration if GOP continues to subvert the will of the people.""",13072,4/10/2016 3:10,7.19E+17,5044,140,4,2016,10,190,1
"""@metalmom888:  @Theresa_Cali If the GOP screws Trump; his millions will walk from the GOP never to return! They better think long and hard""",12349,4/10/2016 3:05,7.19E+17,4394,140,4,2016,10,185,1
"""@AnnCoulter: GOP is trying to steal nomination from the winner (Trump) not block an insurgent catching up 2 frontrunner (Sanders).",10260,4/10/2016 3:04,7.19E+17,3571,131,4,2016,10,184,1
"""@governor_savage: @realDonaldTrump is the only person who can save us from this corrupt political mess. #MakeAmericaGreatAgain""",10259,4/10/2016 3:02,7.19E+17,3322,128,4,2016,10,182,1
"""@Mutual408Grace: @realDonaldTrump @gene70 California women love Mr Trump too. Will make it happen in New York on April 19. Go out &amp; vote.""",8617,4/10/2016 3:02,7.19E+17,2682,143,4,2016,10,182,1
"""@Kids123Nicholas: @gqforbes  @RepTomMarino @realDonaldTrump.Lets get it done Philadelphia Pa.Make Trump your pick for president now.",8149,4/10/2016 3:00,7.19E+17,2580,133,4,2016,10,180,1
"""@PennyHicks13: @Carolde @kisster1 @FoxNews   Your tax and economic plans are second to none! https://t.co/Q08Kp4esxl Media shld report.",6258,4/10/2016 2:47,7.19E+17,2080,136,4,2016,10,167,1
"""@Theresa_Cali: Poll shows @realDonaldTrump leads among registered Republican women with 44%. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/yQmh3iSPBY"" Thank you!",16364,4/10/2016 2:45,7.19E+17,6064,210,4,2016,10,165,1
"""@vivhall3: @realDonaldTrump here your delegate replaced at CO GOP convention. https://t.co/NxYhzdcMS0"" Very sad!",5531,4/10/2016 2:44,7.19E+17,2183,113,4,2016,10,164,1
A great honor to visit the 9/11 Memorial Museum with my wife; @MELANIATRUMP; today. #NewYorkValues https://t.co/eKCEWRD0Ro,21013,4/9/2016 21:29,7.19E+17,6482,122,4,2016,9,1289,-1
"""@gene70: @realDonaldTrump The Real Person Of The Year! https://t.co/3yFUZALNVn""  Wow!",15198,4/9/2016 12:02,7.19E+17,5556,86,4,2016,9,722,1
"""@gene70: @realDonaldTrump Fugedaboudit!!! The woman in New York love Donald Trump!!! https://t.co/ZcfT90hGEX""",15391,4/9/2016 11:44,7.19E+17,4913,110,4,2016,9,704,1
Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability; I can go along with that!,30533,4/9/2016 11:22,7.19E+17,10737,136,4,2016,9,682,1
Isn't it a shame that the person who will have by far the most delegates and many millions more votes than anyone else; me; still must fight,28405,4/9/2016 3:07,7.19E+17,9142,140,4,2016,9,187,1
"""@DnGLax:  Yes! Thank U 4 coming to LI! It was a thrill 2 B part of it! U will get the job done! #MakeAmericaGreatAgain #trump2016 <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>""",7162,4/9/2016 2:58,7.19E+17,1792,212,4,2016,9,178,1
"""@AlexNightrasor: @realDonaldTrump @lilrachiepoo Trump will be our best president since Reagan!",9400,4/9/2016 2:52,7.19E+17,2722,95,4,2016,9,172,1
"""@lilrachiepoo: @realDonaldTrump Thank you; Mr. Trump; for your personal and financial sacrifices in this journey to #MAKEAMERICAGREATAGAIN""",10676,4/9/2016 2:35,7.19E+17,3259,140,4,2016,9,155,1
"""@RepaloneLori: @realDonaldTrump @kirstiealley we love you and know you will do an awesome job! Saw you in bethpage !! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>"" Thank you.",7836,4/9/2016 2:33,7.19E+17,2103,251,4,2016,9,153,1
"""@redneckgp: All you haters out there; STOP trashing the only candidate @realDonaldTrump that will put ALL OF YOU &amp; AMERICA FIRST  #trump""",10929,4/9/2016 2:32,7.19E+17,3538,142,4,2016,9,152,1
"""@RepMartinDaniel: We support you #HaileyPuckett. You will go far in life. Smart and courageous!",6493,4/9/2016 2:28,7.19E+17,1977,96,4,2016,9,148,1
A great day in Wisconsin; many stops; many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!,17881,4/4/2016 3:13,7.17E+17,5244,127,4,2016,4,193,1
A great night in West Allis; Wisconsin! Thank you! #VoteTrumpWI #WIPrimary   https://t.co/4x9gw1RhWS https://t.co/syGyqtOebs,13970,4/4/2016 2:16,7.17E+17,4894,124,4,2016,4,136,-1
I am on @FoxNews with @greta doing a town hall; from Wisconsin- now! Enjoy!  #MakeAmericaGreatAgain #Trump2016,11390,4/4/2016 0:14,7.17E+17,2662,110,4,2016,4,14,-1
Congratulations to @gohermie for winning the @ShellHouOpen. We are all proud of you @TNGCBedminster &amp; all @TrumpGolf clubs! Great going!,9024,4/3/2016 23:48,7.17E+17,2196,140,4,2016,3,1428,-1
I will be in Milwaukee; Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn,10084,4/3/2016 20:43,7.17E+17,3563,126,4,2016,3,1243,-1
Thank you Miss Katie's Diner!  #MakeAmericaGreatAgain #Trump2016  https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT,11956,4/3/2016 18:05,7.17E+17,4034,113,4,2016,3,1085,-1
Thank you New York; and Pennsylvania!   #MakeAmericaGreatAgain #Trump2016 https://t.co/sziCGsvGbz,15639,4/3/2016 17:48,7.17E+17,6061,97,4,2016,3,1068,-1
"""@GOPjenna: ""I don't care about the game; I care about the PEOPLE."" And that's exactly why WE THE PEOPLE love you so much! #Trump2016""",13408,4/3/2016 14:53,7.17E+17,4807,134,4,2016,3,893,1
Thank you! #Trump2016 #WIPrimary https://t.co/alx0AY6E8J,15601,4/3/2016 13:46,7.17E+17,5756,56,4,2016,3,826,-1
"""@007cigarjoe: #MakeAmericaGreatAgain #Trump2016 @realDonaldTrump IS THE ONLY DEAL !!! https://t.co/PQHIM7AbvK""",7302,4/3/2016 13:41,7.17E+17,2543,111,4,2016,3,821,1
"""@Margee11: #WISCONSIN VOTE SMART @tedcruz RECORDS R SEALED.. WHAT IS HE HIDING? SAVE AMERICA W/ @realDonaldTrump https://t.co/kMuAoGF99S""",12995,4/3/2016 13:40,7.17E+17,6695,138,4,2016,3,820,1
"""@Wheels155:@CNN is reviewing the week;but majority of the show about @realDonaldTrump cuz there would be 0.0 ratings if not. Media's a JOKE",8164,4/3/2016 13:37,7.17E+17,2470,140,4,2016,3,817,1
I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!,8065,4/3/2016 12:16,7.17E+17,2178,67,4,2016,3,736,1
"""@FaceTheNation: Tune in for our sit-down interview with Republican frontrunner @realDonaldTrump! https://t.co/oVm8ozIC8h""",9066,4/3/2016 11:36,7.17E+17,2669,122,4,2016,3,696,1
Thank you Eau Claire; Wisconsin.   #VoteTrump on Tuesday; April 5th!  MAKE AMERICA GREAT AGAIN! https://t.co/JI5JqwHnMC,14868,4/3/2016 3:15,7.16E+17,4828,119,4,2016,3,195,-1
I will be interviewed by @jdickerson on @FaceTheNation tomorrow morning. Enjoy! #Trump2016,8881,4/3/2016 3:09,7.16E+17,2699,90,4,2016,3,189,-1
A GREAT DAY IN WISCONSIN!  Thank you #Racine &amp; #Wausau! Just arrived in #EauClaire! #Trump2016  #WIPrimary #TrumpTrain https://t.co/a0iKqNepD5,14325,4/2/2016 23:51,7.16E+17,4799,146,4,2016,2,1431,-1
.@FoxNews should be ashamed for allowing experts to explain how to make a nuclear attack!,13954,4/2/2016 20:31,7.16E+17,4865,89,4,2016,2,1231,-1
.@HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear; which you would agree with!,12960,4/2/2016 20:30,7.16E+17,3788,134,4,2016,2,1230,-1
Great honor to have @GOP General Counsel; #JohnRyder as a Trump delegate in TN. RNC meeting well worth it! Unifying the party!,13779,4/2/2016 20:19,7.16E+17,4905,126,4,2016,2,1219,-1
Join me on Monday; April 4th in Milwaukee! #WIPrimary #Trump2016  Tickets: https://t.co/L0PmEwdRxn https://t.co/F7P4s6oAzN,9539,4/2/2016 19:18,7.16E+17,3945,122,4,2016,2,1158,-1
Wisconsin has suffered a great loss of jobs and trade; but if I win; all of the bad things happening in the U.S. will be rapidly reversed!,23564,4/2/2016 11:15,7.16E+17,8115,138,4,2016,2,675,1
I will be in Wisconsin until the election. Jobs; trade and immigration will be big factors. I will bring jobs back home - make great deals!,19935,4/2/2016 2:21,7.16E+17,6719,139,4,2016,2,141,1
If @megynkelly stopped covering me on her show; her ratings would drop like a rock! My h to h interview with @AC360 beat her by millions!,14719,4/2/2016 2:09,7.16E+17,4090,137,4,2016,2,129,1
Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.,22785,4/2/2016 1:44,7.16E+17,6452,140,4,2016,2,104,1
MAKE AMERICA GREAT AGAIN!   https://t.co/SULeDE2PYp,12142,4/1/2016 22:36,7.16E+17,3913,51,4,2016,1,1356,-1
My new radio ad; airing today in Wisconsin! See you soon!  #WIPrimary #Trump2016   https://t.co/iEbcYqyk3i,11855,4/1/2016 19:12,7.16E+17,4899,106,4,2016,1,1152,-1
The Club For Growth said in their ad that 465 delegates (Cruz) plus 143 delegates (Kasich) is more than my 739 delegates. Try again!,15293,4/1/2016 4:29,7.16E+17,5227,132,4,2016,1,269,1
The Club For Growth;which asked me for $1;000;000 in an extortion attempt; just put up a Wisconsin ad with incorrect math.What a dumb group!,16714,4/1/2016 4:23,7.16E+17,5654,140,4,2016,1,263,1
#MakeAmericaGreatAgain #Trump2016  https://t.co/aANxirUJJD https://t.co/VlMynYN3sd,15420,4/1/2016 2:21,7.16E+17,6301,82,4,2016,1,141,-1
THANK YOU; NEW YORK! #Trump2016 https://t.co/ONDROBrDwr,13574,3/31/2016 22:33,7.16E+17,5008,55,3,2016,31,1353,-1
THANK YOU; AMERICA! #Trump2016  #MakeAmericaGreatAgain   https://t.co/09hTbBgPHf https://t.co/uJnmDnvkUv,15081,3/31/2016 22:16,7.16E+17,5568,104,3,2016,31,1336,-1
THANK YOU; WISCONSIN! #VoteTrump   next Tuesday; April 5th! #WIPrimary  https://t.co/4tymy651ZP https://t.co/IOBhOXeBiN,13903,3/31/2016 20:27,7.16E+17,5533,119,3,2016,31,1227,-1
Just had a very nice meeting with @Reince Priebus and the @GOP. Looking forward to bringing the Party   together --- and it will happen!,25985,3/31/2016 19:05,7.16E+17,9083,136,3,2016,31,1145,-1
The Trump Doctrine: Peace Through Strength. #Trump2016   https://t.co/2GD1TT8fXc https://t.co/tr1ILOoLUb,15890,3/31/2016 13:48,7.16E+17,6413,104,3,2016,31,828,-1
"""@susanbirchfiel1: Nothing you say will change my mind! Woman for @realDonaldTrump https://t.co/MIq1iF2097""",14247,3/31/2016 2:57,7.15E+17,5904,107,3,2016,31,177,1
"""@Gearssuxs: @loudobbsnews @realDonaldTrump I'm a democrat and switch over to republican just to vote for trump in the primary.""  Great!",15478,3/31/2016 2:47,7.15E+17,4601,136,3,2016,31,167,1
Thank you- Appleton; Wisconsin!  #WIPrimary #Trump2016   https://t.co/XkbTWHpEvy https://t.co/klUNUV2J5S,17253,3/30/2016 21:35,7.15E+17,6322,104,3,2016,30,1295,-1
Congratulations to @CNN for having the wisdom to pick TRUMP! #MakeAmericaGreatAgain #Trump2016 https://t.co/Up8DhQulZ4,14583,3/30/2016 21:17,7.15E+17,4967,118,3,2016,30,1277,-1
Please keep your thoughts &amp; prayers with Melissa Young- Miss Wisconsin 2005. https://t.co/D8RBfufIwH,18553,3/30/2016 17:05,7.15E+17,7493,104,3,2016,30,1025,-1
THANK YOU; NEW YORK!  #MakeAmericaGreatAgain #Trump2016  https://t.co/PuqiM93zOS https://t.co/fSgpKjwk2q,18441,3/30/2016 16:35,7.15E+17,7117,104,3,2016,30,995,-1
.@DavidGregory got thrown off of TV by NBC; fired like a dog! Now he is on @CNN being nasty to me. Not nice!,13808,3/30/2016 3:10,7.15E+17,4242,108,3,2016,30,190,-1
Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ least 12 more delegates!,24837,3/30/2016 0:07,7.15E+17,8570,140,3,2016,30,7,-1
Thank you! #Trump2016 https://t.co/ZWZkHrtRQN,18252,3/29/2016 21:25,7.15E+17,7174,45,3,2016,29,1285,-1
Trump defends campaign manager charged for bruising a reporter:  https://t.co/EKU5QMgjd4,10870,3/29/2016 21:19,7.15E+17,3430,88,3,2016,29,1279,-1
Thank you! #MakeAmericaGreatAgain https://t.co/sVUWI7JoGn,14928,3/29/2016 20:24,7.15E+17,5635,57,3,2016,29,1224,-1
MAKE AMERICA GREAT AGAIN!  https://t.co/0w4ldD7dW3,14288,3/29/2016 19:38,7.15E+17,6208,50,3,2016,29,1178,-1
Why is this reporter touching me as I leave news conference? What is in her hand?? https://t.co/HQB8dl0fhn,28438,3/29/2016 19:35,7.15E+17,13167,106,3,2016,29,1175,-1
This was the reporters statement- when she found out there was tape from my facility; she changed her tune. https://t.co/N5815RS1At,15077,3/29/2016 19:18,7.15E+17,6810,131,3,2016,29,1158,-1
